2018-12-20, Close, 1864.34
2018-12-21, Close, 1808.76
2018-12-24, Close, 1830.42
2018-12-26, Close, 1802.47
2018-12-27, Close, 1821.31
2018-12-28, Close, 1809.00
2018-12-31, Close, 1806.14
2019-01-01, Close, 1815.44
2019-01-02, Close, 1835.00
2019-01-03, Close, 1812.72
2019-01-04, Close, 1790.68
2019-01-07, Close, 1810.77
2019-01-08, Close, 1806.62
2019-01-09, Close, 1800.32
2019-01-10, Close, 1801.85
2019-01-11, Close, 1757.96
2019-01-14, Close, 1730.00
2019-01-15, Close, 1782.05
2019-01-16, Close, 1784.29
2019-01-17, Close, 1811.21
2019-01-18, Close, 1817.28
2019-01-18, BUY CREATE, 1817.28
2019-01-21, BUY EXECUTED, Price: 1818.57, Cost: 100000.00, Comm 200.00
2019-01-21, Close, 1824.97
2019-01-21, SELL EXIT, 1824.97
2019-01-22, SELL EXECUTED, Price: 1823.44, Cost: 100000.00, Comm 200.00
2019-01-22, OPERATION PROFIT, GROSS 365.25, NET -34.75
2019-01-22, Close, 1818.47
2019-01-23, Close, 1793.33
2019-01-24, Close, 1818.14
2019-01-25, Close, 1836.54
2019-01-28, Close, 1869.24
2019-01-29, Close, 1895.78
2019-01-30, Close, 1894.48
2019-01-31, Close, 1925.75
2019-02-01, Close, 1940.90
2019-02-04, Close, 1960.31
2019-02-05, Close, 1954.86
2019-02-06, Close, 1983.79
2019-02-07, Close, 1991.53
2019-02-08, Close, 1970.98
2019-02-11, Close, 1975.28
2019-02-12, Close, 1961.61
2019-02-14, Close, 1954.91
2019-02-15, Close, 1940.67
2019-02-18, Close, 1883.87
2019-02-19, Close, 1821.24
2019-02-20, Close, 1830.76
2019-02-21, Close, 1830.23
2019-02-22, Close, 1841.18
2019-02-25, Close, 1898.07
2019-02-26, Close, 1949.27
2019-02-27, Close, 1967.82
2019-02-28, Close, 1896.44
2019-03-01, Close, 1907.87
2019-03-05, Close, 1900.89
2019-03-06, Close, 1911.89
2019-03-07, Close, 1924.99
2019-03-08, Close, 1933.97
2019-03-11, Close, 1926.42
2019-03-12, Close, 1924.17
2019-03-13, Close, 1912.75
2019-03-14, Close, 1900.22
2019-03-15, Close, 1950.47
2019-03-18, Close, 1934.07
2019-03-19, Close, 1934.07
2019-03-20, Close, 1926.66
2019-03-22, Close, 1917.67
2019-03-25, Close, 1897.21
2019-03-26, Close, 1895.68
2019-03-27, Close, 1881.58
2019-03-28, Close, 1912.56
2019-04-01, Close, 1942.53
2019-04-02, Close, 1988.09
2019-04-03, Close, 1988.09
2019-04-04, Close, 1926.13
2019-04-05, Close, 1958.45
2019-04-08, Close, 1979.92
2019-04-09, Close, 1999.76
2019-04-10, Close, 1950.75
2019-04-11, Close, 1930.91
2019-04-12, Close, 1926.13
2019-04-15, Close, 2020.60
2019-04-16, Close, 2038.29
2019-04-18, Close, 2055.74
2019-04-22, Close, 2066.64
2019-04-23, Close, 2060.52
2019-04-24, Close, 2087.67
2019-04-25, Close, 2098.71
2019-04-26, Close, 2140.35
2019-04-30, Close, 2161.20
2019-05-02, Close, 2118.22
2019-05-03, Close, 2038.48
2019-05-06, Close, 2063.19
2019-05-07, Close, 2057.55
2019-05-08, Close, 2058.41
2019-05-09, Close, 2077.25
2019-05-10, Close, 2042.11
2019-05-13, Close, 2035.37
2019-05-14, Close, 2000.57
2019-05-15, Close, 2003.48
2019-05-16, Close, 2016.25
2019-05-17, Close, 2003.53
2019-05-20, Close, 2049.90
2019-05-21, Close, 2017.20
2019-05-22, Close, 1990.43
2019-05-23, Close, 1963.95
2019-05-24, Close, 1958.16
